epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,5229.22,1.10252,0.98759,1.3047,0.57352,0.51094,0.53022,0.33072,1.10215,0.88288,1.3043,0.000315778,0.000315778,0.000315778
19,5523.45,1.09334,0.97689,1.3002,0.65243,0.48512,0.53273,0.33523,1.09902,0.87633,1.3001,0.000306354,0.000306354,0.000306354
20,5817.25,1.08967,0.96628,1.2939,0.57797,0.51297,0.53104,0.33386,1.08794,0.85546,1.28994,0.000296929,0.000296929,0.000296929
21,6111.23,1.08729,0.94643,1.29224,0.67498,0.48012,0.53817,0.33961,1.09247,0.85331,1.29119,0.000287504,0.000287504,0.000287504
22,6404.85,1.07656,0.94086,1.28417,0.65433,0.49123,0.54831,0.34086,1.08891,0.83939,1.28983,0.000278079,0.000278079,0.000278079
23,6697.82,1.07041,0.92943,1.28253,0.61592,0.5098,0.55122,0.34908,1.08299,0.8406,1.28447,0.000268654,0.000268654,0.000268654
24,6991.76,1.07201,0.93012,1.28027,0.64002,0.51785,0.55352,0.34815,1.08156,0.83633,1.28696,0.00025923,0.00025923,0.00025923
25,7285.25,1.06452,0.91137,1.27886,0.5943,0.53673,0.54942,0.35081,1.07446,0.823,1.27615,0.000249805,0.000249805,0.000249805
26,7585.34,1.0566,0.89888,1.26643,0.62991,0.5271,0.55754,0.34954,1.08114,0.82857,1.28389,0.00024038,0.00024038,0.00024038
27,7881.41,1.04692,0.88966,1.26368,0.61485,0.54031,0.56167,0.35639,1.07599,0.82322,1.27777,0.000230955,0.000230955,0.000230955
28,8174.22,1.05178,0.89208,1.26578,0.69031,0.52774,0.57102,0.36132,1.07443,0.80824,1.27793,0.00022153,0.00022153,0.00022153
29,8468.21,1.04073,0.8816,1.26093,0.64147,0.5244,0.56272,0.35812,1.06925,0.80662,1.27233,0.000212106,0.000212106,0.000212106
30,8761.02,1.0374,0.8657,1.24966,0.62287,0.5322,0.5588,0.35718,1.06899,0.8,1.27105,0.000202681,0.000202681,0.000202681
31,9054.48,1.03654,0.86564,1.25252,0.62885,0.52519,0.56633,0.35955,1.06342,0.79891,1.26699,0.000193256,0.000193256,0.000193256
32,9348.06,1.03163,0.85134,1.24905,0.66552,0.53099,0.57344,0.36569,1.06485,0.78885,1.26658,0.000183831,0.000183831,0.000183831
33,9640.95,1.02875,0.84807,1.24614,0.61118,0.55513,0.58002,0.37017,1.06455,0.78728,1.26259,0.000174406,0.000174406,0.000174406
34,9933.74,1.02081,0.83678,1.24179,0.64144,0.55027,0.58043,0.37085,1.05851,0.78174,1.26529,0.000164982,0.000164982,0.000164982
35,10227.2,1.01847,0.82941,1.24014,0.65627,0.53672,0.58357,0.37215,1.05593,0.7804,1.26283,0.000155557,0.000155557,0.000155557
36,10521,1.01136,0.82305,1.23834,0.65,0.55399,0.58512,0.37383,1.05737,0.77678,1.26215,0.000146132,0.000146132,0.000146132
37,10813.8,1.01873,0.82733,1.24052,0.62163,0.56427,0.58972,0.37677,1.05407,0.77619,1.25915,0.000136707,0.000136707,0.000136707
38,11107.7,1.00953,0.8188,1.23192,0.61964,0.55794,0.59007,0.38016,1.0544,0.77154,1.25915,0.000127282,0.000127282,0.000127282
39,11402.7,1.00559,0.80607,1.22753,0.65439,0.55458,0.58818,0.37982,1.051,0.77038,1.25686,0.000117858,0.000117858,0.000117858
40,11697.2,1.00445,0.8067,1.22761,0.67329,0.56019,0.59366,0.37792,1.05004,0.76717,1.25669,0.000108433,0.000108433,0.000108433
41,12004.6,1.0119,0.74771,1.20663,0.67876,0.54364,0.58943,0.38057,1.05216,0.76745,1.25516,9.9008e-05,9.9008e-05,9.9008e-05
42,12287,0.99687,0.73088,1.19833,0.65968,0.55265,0.59486,0.38162,1.05047,0.76719,1.25372,8.95832e-05,8.95832e-05,8.95832e-05
43,12569.9,0.99517,0.72148,1.19585,0.66267,0.56503,0.59819,0.38495,1.05072,0.76432,1.25317,8.01584e-05,8.01584e-05,8.01584e-05
44,12852.9,0.98771,0.71273,1.18757,0.69205,0.54103,0.59308,0.38275,1.04462,0.76318,1.25042,7.07336e-05,7.07336e-05,7.07336e-05
45,13136,0.98346,0.70862,1.18623,0.69332,0.54778,0.59599,0.38609,1.04499,0.757,1.24901,6.13088e-05,6.13088e-05,6.13088e-05
46,13418.8,0.9787,0.7027,1.18239,0.70183,0.54605,0.59438,0.38591,1.04472,0.75882,1.24986,5.1884e-05,5.1884e-05,5.1884e-05
47,13702.2,0.97731,0.69804,1.18058,0.66181,0.56784,0.59939,0.38656,1.04467,0.7556,1.24904,4.24592e-05,4.24592e-05,4.24592e-05
48,13986.1,0.97644,0.69762,1.17865,0.72299,0.53805,0.59986,0.38848,1.04321,0.7534,1.24888,3.30344e-05,3.30344e-05,3.30344e-05
49,14269,0.97051,0.6893,1.17503,0.6563,0.56158,0.59785,0.38759,1.04353,0.75564,1.24786,2.36096e-05,2.36096e-05,2.36096e-05
50,14553.3,0.96595,0.68315,1.17155,0.69114,0.5548,0.60231,0.38852,1.04335,0.75175,1.24737,1.41848e-05,1.41848e-05,1.41848e-05
