epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,28082.3,0.76579,0.52952,1.14816,0.87671,0.78414,0.84792,0.60521,0.89607,0.51807,1.25142,0.006931,0.006931,0.006931
95,28374.9,0.76797,0.52991,1.14651,0.85735,0.79554,0.84866,0.60852,0.89586,0.51829,1.24869,0.006898,0.006898,0.006898
96,28665.6,0.76262,0.52316,1.14747,0.88448,0.78697,0.84968,0.60943,0.89632,0.51863,1.25244,0.006865,0.006865,0.006865
97,28957.5,0.75678,0.52001,1.14579,0.8846,0.77952,0.8499,0.60952,0.89453,0.51791,1.25247,0.006832,0.006832,0.006832
98,29249.3,0.76048,0.51837,1.14039,0.90047,0.77732,0.85022,0.6131,0.89479,0.51565,1.25115,0.006799,0.006799,0.006799
99,29541.1,0.76023,0.51944,1.14685,0.88947,0.78704,0.84937,0.61122,0.89286,0.51609,1.25036,0.006766,0.006766,0.006766
100,29831.9,0.76364,0.5213,1.14373,0.87425,0.79601,0.85045,0.61196,0.89232,0.51522,1.24937,0.006733,0.006733,0.006733
101,30123.8,0.76217,0.52,1.1428,0.86216,0.79608,0.84992,0.61046,0.89152,0.51277,1.24957,0.0067,0.0067,0.0067
102,30417.5,0.7549,0.51582,1.13864,0.86786,0.79821,0.85158,0.61124,0.89272,0.51218,1.25125,0.006667,0.006667,0.006667
103,30709.9,0.75418,0.51483,1.13837,0.88161,0.79054,0.85076,0.6115,0.8912,0.50912,1.2494,0.006634,0.006634,0.006634
104,31001.6,0.75332,0.51848,1.14154,0.87755,0.7888,0.8505,0.61314,0.89135,0.51071,1.24775,0.006601,0.006601,0.006601
105,31292.5,0.75248,0.51103,1.13707,0.87422,0.79022,0.84965,0.61297,0.89076,0.51284,1.247,0.006568,0.006568,0.006568
106,31585,0.75088,0.51045,1.14002,0.8574,0.80473,0.84814,0.6132,0.88894,0.51243,1.24563,0.006535,0.006535,0.006535
107,31878.6,0.75675,0.51888,1.14237,0.86507,0.79838,0.84602,0.61158,0.88909,0.51365,1.24558,0.006502,0.006502,0.006502
108,32170.4,0.74813,0.51146,1.1412,0.87096,0.7942,0.84653,0.61158,0.89022,0.5159,1.24777,0.006469,0.006469,0.006469
109,32464.5,0.74948,0.51201,1.13996,0.8745,0.79607,0.84832,0.61309,0.88991,0.51672,1.24809,0.006436,0.006436,0.006436
110,32756.8,0.75029,0.51442,1.13493,0.8699,0.79979,0.85015,0.61377,0.89047,0.51657,1.24695,0.006403,0.006403,0.006403
111,33047.8,0.7509,0.5133,1.13216,0.87774,0.79072,0.85148,0.61501,0.8905,0.51305,1.24958,0.00637,0.00637,0.00637
112,33340,0.7548,0.51179,1.13884,0.86465,0.8027,0.85388,0.61533,0.89031,0.51347,1.24957,0.006337,0.006337,0.006337
113,33708.7,0.7507,0.50955,1.1362,0.86304,0.7997,0.8534,0.61584,0.89009,0.51206,1.24899,0.006304,0.006304,0.006304
114,33992.2,0.75148,0.51164,1.13911,0.8553,0.80558,0.85242,0.6142,0.88848,0.51314,1.24796,0.006271,0.006271,0.006271
115,34282.9,0.7467,0.5053,1.13263,0.86238,0.79701,0.85181,0.612,0.88785,0.51433,1.2471,0.006238,0.006238,0.006238
116,34574.9,0.74763,0.51053,1.13271,0.87359,0.7899,0.85305,0.61413,0.88733,0.51346,1.24703,0.006205,0.006205,0.006205
117,34867.1,0.74703,0.50909,1.13553,0.87806,0.78877,0.85111,0.61416,0.88718,0.51324,1.24744,0.006172,0.006172,0.006172
118,35160.1,0.73725,0.50516,1.13379,0.86644,0.79767,0.85149,0.61347,0.88738,0.51264,1.24825,0.006139,0.006139,0.006139
119,35451.8,0.74801,0.51021,1.13428,0.86632,0.79467,0.85036,0.61541,0.88773,0.51306,1.24798,0.006106,0.006106,0.006106
120,35743.1,0.74514,0.50607,1.13132,0.87524,0.7915,0.85227,0.61668,0.8886,0.51098,1.24907,0.006073,0.006073,0.006073
121,36034.6,0.74159,0.50141,1.13042,0.88164,0.7841,0.8533,0.61787,0.88887,0.511,1.24927,0.00604,0.00604,0.00604
122,36328,0.74066,0.50365,1.13179,0.86201,0.79911,0.85321,0.61805,0.88907,0.51001,1.249,0.006007,0.006007,0.006007
123,36621,0.74017,0.50449,1.13066,0.85807,0.80514,0.85408,0.61808,0.88898,0.51069,1.24873,0.005974,0.005974,0.005974
124,36914.1,0.73729,0.4988,1.1296,0.86834,0.79242,0.85381,0.61768,0.88796,0.51072,1.24836,0.005941,0.005941,0.005941
125,37206.4,0.74231,0.50203,1.13413,0.8683,0.79726,0.85444,0.61767,0.88762,0.50897,1.24749,0.005908,0.005908,0.005908
126,37497.8,0.73133,0.50084,1.1273,0.8633,0.79932,0.85355,0.61749,0.88728,0.50954,1.24727,0.005875,0.005875,0.005875
127,37790.2,0.74121,0.50203,1.13348,0.85647,0.81178,0.85422,0.6166,0.88721,0.50931,1.24655,0.005842,0.005842,0.005842
128,38082.7,0.73932,0.49924,1.12636,0.87164,0.79131,0.85276,0.6165,0.88662,0.51001,1.2458,0.005809,0.005809,0.005809
129,38376.5,0.74015,0.50247,1.12623,0.88144,0.78777,0.85299,0.61548,0.88641,0.51094,1.24581,0.005776,0.005776,0.005776
130,38670.6,0.73463,0.4985,1.1275,0.86673,0.79674,0.85282,0.61611,0.88522,0.50995,1.24545,0.005743,0.005743,0.005743
131,38964.1,0.72731,0.49304,1.12201,0.85541,0.80597,0.85318,0.6172,0.88501,0.50924,1.24525,0.00571,0.00571,0.00571
132,39256.1,0.73662,0.4977,1.12723,0.85961,0.80505,0.85353,0.6179,0.88519,0.50895,1.2456,0.005677,0.005677,0.005677
133,39550.6,0.73506,0.49706,1.12455,0.87214,0.79594,0.85352,0.61843,0.88473,0.50772,1.24575,0.005644,0.005644,0.005644
134,39844,0.73789,0.49809,1.12868,0.87179,0.7985,0.85228,0.61845,0.88492,0.50672,1.24616,0.005611,0.005611,0.005611
135,40136.2,0.72981,0.4922,1.12435,0.87151,0.80063,0.85372,0.61974,0.88544,0.50595,1.24696,0.005578,0.005578,0.005578
136,40429.6,0.73078,0.49115,1.12135,0.87056,0.80327,0.85286,0.62039,0.8855,0.50632,1.24713,0.005545,0.005545,0.005545
137,40723.4,0.73096,0.49313,1.12242,0.87054,0.80184,0.85238,0.61991,0.88559,0.50627,1.2478,0.005512,0.005512,0.005512
138,41016.4,0.73508,0.49781,1.12784,0.86262,0.80933,0.85247,0.61998,0.88524,0.50633,1.24742,0.005479,0.005479,0.005479
139,41307.4,0.72529,0.49403,1.12089,0.86543,0.80206,0.85208,0.61986,0.88525,0.50574,1.24741,0.005446,0.005446,0.005446
140,41602.5,0.72575,0.4922,1.12146,0.86756,0.80155,0.85218,0.61984,0.88535,0.50486,1.2474,0.005413,0.005413,0.005413
141,41896.8,0.72837,0.49426,1.12206,0.87263,0.79941,0.85249,0.62007,0.88587,0.50442,1.24776,0.00538,0.00538,0.00538
142,42281.3,0.73017,0.49041,1.12295,0.87569,0.79911,0.85232,0.61886,0.88601,0.50458,1.2479,0.005347,0.005347,0.005347
143,42571.8,0.72313,0.48992,1.11933,0.87174,0.79836,0.85135,0.61856,0.88618,0.5044,1.24823,0.005314,0.005314,0.005314
144,42865.6,0.72329,0.48695,1.11608,0.86665,0.80129,0.85112,0.61856,0.88672,0.50436,1.24831,0.005281,0.005281,0.005281
145,43157.4,0.72516,0.48573,1.11685,0.86651,0.80196,0.85127,0.61903,0.88672,0.50467,1.24833,0.005248,0.005248,0.005248
146,43450.5,0.72553,0.48982,1.12386,0.86644,0.79932,0.85066,0.6186,0.8861,0.50424,1.24798,0.005215,0.005215,0.005215
147,43742.9,0.72846,0.49289,1.12269,0.8649,0.80015,0.85089,0.61869,0.88595,0.50413,1.24743,0.005182,0.005182,0.005182
148,44036.2,0.72552,0.48918,1.11883,0.86723,0.80142,0.85162,0.61892,0.88548,0.50388,1.24729,0.005149,0.005149,0.005149
149,44329,0.72295,0.48807,1.11412,0.86507,0.80311,0.85204,0.61885,0.88552,0.50393,1.24719,0.005116,0.005116,0.005116
150,44624,0.72472,0.48919,1.12008,0.86316,0.8039,0.85145,0.61965,0.8857,0.50439,1.24727,0.005083,0.005083,0.005083
151,44917.3,0.7271,0.49248,1.11806,0.86004,0.80499,0.85155,0.62005,0.88516,0.50442,1.2469,0.00505,0.00505,0.00505
152,45209.5,0.71812,0.48097,1.10904,0.85991,0.80485,0.8509,0.61977,0.88481,0.5039,1.24656,0.005017,0.005017,0.005017
153,45500.7,0.72609,0.48672,1.11583,0.8622,0.80177,0.85164,0.61963,0.88455,0.5041,1.24638,0.004984,0.004984,0.004984
154,45794.4,0.71659,0.48115,1.11617,0.86183,0.80246,0.85163,0.61902,0.88402,0.50372,1.2459,0.004951,0.004951,0.004951
155,46087.8,0.71816,0.48504,1.11377,0.85897,0.80241,0.85173,0.61902,0.88402,0.50332,1.24591,0.004918,0.004918,0.004918
156,46379.1,0.719,0.48528,1.11609,0.87293,0.79111,0.85219,0.61896,0.88333,0.50319,1.24531,0.004885,0.004885,0.004885
157,46672.6,0.7197,0.48529,1.11422,0.88173,0.78724,0.85239,0.61896,0.88302,0.50268,1.24539,0.004852,0.004852,0.004852
158,46965.1,0.71845,0.48088,1.11173,0.88498,0.78615,0.85355,0.61912,0.88337,0.50256,1.24565,0.004819,0.004819,0.004819
159,47258.1,0.71972,0.48004,1.114,0.89328,0.78237,0.85331,0.61942,0.88334,0.50207,1.24578,0.004786,0.004786,0.004786
160,47552.4,0.71964,0.48147,1.10934,0.89344,0.78216,0.8535,0.6196,0.88349,0.50191,1.24579,0.004753,0.004753,0.004753
161,47845,0.71518,0.47821,1.11115,0.89211,0.78239,0.85407,0.61952,0.88332,0.50192,1.24534,0.00472,0.00472,0.00472
162,48198.7,0.70517,0.47022,1.10272,0.88504,0.78649,0.85398,0.61948,0.88344,0.50171,1.24533,0.004687,0.004687,0.004687
163,48490.7,0.71412,0.47899,1.11086,0.88296,0.78698,0.85338,0.61943,0.88345,0.50138,1.24549,0.004654,0.004654,0.004654
164,48786.2,0.71169,0.47681,1.1067,0.8845,0.78641,0.85358,0.61972,0.88316,0.50117,1.24521,0.004621,0.004621,0.004621
165,49080,0.71092,0.47558,1.10691,0.88325,0.78795,0.85379,0.61944,0.88338,0.50126,1.24523,0.004588,0.004588,0.004588
166,49374.9,0.71236,0.47937,1.11201,0.88473,0.78797,0.85426,0.61911,0.88309,0.50076,1.24497,0.004555,0.004555,0.004555
167,49667,0.70606,0.47474,1.11016,0.88317,0.78886,0.85448,0.61939,0.88297,0.50095,1.24469,0.004522,0.004522,0.004522
168,49961,0.70831,0.47378,1.10809,0.87995,0.78897,0.85382,0.61934,0.8827,0.50046,1.24459,0.004489,0.004489,0.004489
169,50254.1,0.70992,0.47338,1.10595,0.89357,0.78216,0.85344,0.61903,0.88262,0.50011,1.24469,0.004456,0.004456,0.004456
170,50547.3,0.70882,0.47596,1.10666,0.89017,0.78517,0.85422,0.6196,0.88262,0.49964,1.24489,0.004423,0.004423,0.004423
171,50843.3,0.71334,0.47285,1.11,0.89007,0.78475,0.85411,0.61989,0.88257,0.49956,1.24473,0.00439,0.00439,0.00439
172,51153.9,0.70989,0.47495,1.10846,0.88964,0.78537,0.85367,0.61941,0.88245,0.49923,1.24495,0.004357,0.004357,0.004357
173,51446.4,0.70855,0.47711,1.10671,0.88921,0.785,0.85422,0.61999,0.88232,0.49936,1.24498,0.004324,0.004324,0.004324
174,51741.5,0.70697,0.4738,1.10666,0.893,0.7828,0.85432,0.62031,0.88246,0.49952,1.24514,0.004291,0.004291,0.004291
175,52033.6,0.70391,0.4703,1.10451,0.89218,0.78206,0.85424,0.62011,0.88255,0.49966,1.2455,0.004258,0.004258,0.004258
176,52325.4,0.70693,0.46891,1.10145,0.89186,0.78288,0.85417,0.6203,0.88283,0.49938,1.24589,0.004225,0.004225,0.004225
177,52619.3,0.6989,0.47047,1.10174,0.89069,0.78206,0.85403,0.61981,0.88273,0.49949,1.24594,0.004192,0.004192,0.004192
178,52912.9,0.70702,0.47313,1.10316,0.88995,0.78228,0.85392,0.62006,0.88276,0.49984,1.2461,0.004159,0.004159,0.004159
179,53206.9,0.70018,0.46986,1.10713,0.89364,0.78073,0.85387,0.61945,0.88271,0.49954,1.24625,0.004126,0.004126,0.004126
180,53498.8,0.69121,0.46363,1.09935,0.89165,0.78202,0.85387,0.61999,0.88253,0.49983,1.24637,0.004093,0.004093,0.004093
181,53792.7,0.69653,0.46454,1.09874,0.89154,0.78223,0.85424,0.62001,0.88251,0.49969,1.24668,0.00406,0.00406,0.00406
182,54085.5,0.70469,0.46863,1.10235,0.89058,0.78191,0.85418,0.62046,0.88246,0.49944,1.24665,0.004027,0.004027,0.004027
183,54377.6,0.6975,0.46888,1.10328,0.88969,0.78329,0.85405,0.62041,0.88284,0.49966,1.24707,0.003994,0.003994,0.003994
184,54670.4,0.69624,0.46301,1.1,0.88876,0.78372,0.85385,0.62021,0.88298,0.49952,1.24729,0.003961,0.003961,0.003961
185,54964.9,0.69767,0.46646,1.1005,0.88913,0.78358,0.85415,0.62055,0.88287,0.49925,1.24724,0.003928,0.003928,0.003928
186,55257.9,0.69767,0.46291,1.0964,0.88716,0.78547,0.85415,0.62034,0.88281,0.4993,1.24738,0.003895,0.003895,0.003895
187,55552.7,0.69683,0.46386,1.09845,0.88423,0.78673,0.8542,0.62029,0.88273,0.49922,1.24735,0.003862,0.003862,0.003862
188,55846.3,0.69311,0.46022,1.10065,0.883,0.78739,0.85434,0.62042,0.88257,0.49912,1.24718,0.003829,0.003829,0.003829
189,56137.8,0.69836,0.46569,1.10312,0.88397,0.78718,0.85447,0.62049,0.88259,0.49927,1.24736,0.003796,0.003796,0.003796
190,56431.6,0.69495,0.46119,1.09662,0.88414,0.78758,0.85458,0.62058,0.88248,0.49916,1.24734,0.003763,0.003763,0.003763
191,56725.3,0.70063,0.46739,1.09818,0.88666,0.7853,0.85533,0.62041,0.88266,0.49912,1.24755,0.00373,0.00373,0.00373
