epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,57018.6,0.69056,0.45999,1.09479,0.88554,0.78806,0.85539,0.62054,0.88244,0.49897,1.24743,0.003697,0.003697,0.003697
193,57310.6,0.68471,0.45473,1.08914,0.88635,0.78714,0.85541,0.62069,0.88255,0.49883,1.24759,0.003664,0.003664,0.003664
194,57603.4,0.69336,0.46046,1.09407,0.88469,0.78965,0.85537,0.62053,0.88254,0.49877,1.24757,0.003631,0.003631,0.003631
195,57897,0.68854,0.45689,1.09029,0.88479,0.78847,0.85535,0.62096,0.88243,0.49861,1.24764,0.003598,0.003598,0.003598
196,58190,0.68527,0.45343,1.0919,0.88396,0.78861,0.85522,0.62088,0.8823,0.4985,1.2477,0.003565,0.003565,0.003565
197,58483.7,0.69117,0.45185,1.09222,0.88321,0.78889,0.85537,0.62085,0.88236,0.49854,1.24781,0.003532,0.003532,0.003532
198,58777.7,0.69065,0.45586,1.09083,0.88663,0.78526,0.85544,0.62081,0.88239,0.49842,1.24789,0.003499,0.003499,0.003499
199,59072.1,0.68782,0.45656,1.09126,0.88652,0.78457,0.85538,0.62073,0.8826,0.49841,1.24804,0.003466,0.003466,0.003466
200,59563,0.68607,0.45465,1.08702,0.88443,0.78935,0.85557,0.62023,0.88276,0.49832,1.24828,0.003433,0.003433,0.003433
201,59844.3,0.68535,0.45415,1.09206,0.88624,0.78638,0.85574,0.62053,0.88287,0.49832,1.24855,0.0034,0.0034,0.0034
202,60135.6,0.68446,0.45608,1.08986,0.88677,0.78777,0.85578,0.62038,0.88321,0.49821,1.24887,0.003367,0.003367,0.003367
203,60428.5,0.67905,0.44932,1.08713,0.88698,0.78748,0.85563,0.62025,0.88348,0.49827,1.24911,0.003334,0.003334,0.003334
204,60722.1,0.67708,0.45121,1.08573,0.88594,0.78818,0.85599,0.62041,0.88347,0.49824,1.24921,0.003301,0.003301,0.003301
205,61014.4,0.67967,0.44967,1.08637,0.88592,0.78874,0.85586,0.62081,0.88346,0.49819,1.24931,0.003268,0.003268,0.003268
206,61308.1,0.6824,0.45639,1.08766,0.8851,0.78922,0.85607,0.62067,0.88365,0.49836,1.24953,0.003235,0.003235,0.003235
207,61601.3,0.68347,0.44992,1.08926,0.8855,0.78857,0.85555,0.62065,0.88377,0.49841,1.24978,0.003202,0.003202,0.003202
208,61895.3,0.67472,0.44606,1.0853,0.88559,0.7889,0.85542,0.62039,0.88364,0.49865,1.24986,0.003169,0.003169,0.003169
209,62188.3,0.67699,0.44869,1.08462,0.88628,0.78853,0.8555,0.61999,0.88379,0.49882,1.25007,0.003136,0.003136,0.003136
210,62480.8,0.67558,0.44745,1.08428,0.88587,0.78882,0.85629,0.62003,0.88377,0.49898,1.25014,0.003103,0.003103,0.003103
211,62774.7,0.68071,0.44531,1.0841,0.88632,0.78791,0.85637,0.62039,0.88376,0.49909,1.25021,0.00307,0.00307,0.00307
212,63067.8,0.68121,0.44736,1.08609,0.88735,0.78726,0.8557,0.61995,0.8837,0.49916,1.24995,0.003037,0.003037,0.003037
213,63369,0.67573,0.44504,1.08384,0.88787,0.7874,0.85571,0.62011,0.8836,0.49916,1.24994,0.003004,0.003004,0.003004
214,63682.9,0.67673,0.44898,1.08313,0.88776,0.78715,0.85573,0.62018,0.88367,0.49913,1.25024,0.002971,0.002971,0.002971
215,63978.2,0.67604,0.44585,1.08325,0.88804,0.78698,0.85555,0.6203,0.88367,0.49914,1.25039,0.002938,0.002938,0.002938
216,64272.2,0.66709,0.4402,1.08047,0.88715,0.7871,0.85561,0.62034,0.88368,0.49908,1.25044,0.002905,0.002905,0.002905
217,64564.7,0.67017,0.44163,1.08022,0.88641,0.7886,0.85558,0.62026,0.88367,0.49905,1.25059,0.002872,0.002872,0.002872
218,64858.3,0.66797,0.44135,1.07924,0.88601,0.78812,0.85553,0.62057,0.88389,0.49939,1.25086,0.002839,0.002839,0.002839
219,65149.5,0.66582,0.43669,1.07488,0.88537,0.78812,0.85555,0.62027,0.8839,0.49935,1.25081,0.002806,0.002806,0.002806
220,65443.5,0.67121,0.44354,1.08041,0.88429,0.78889,0.85538,0.62045,0.88374,0.49924,1.25067,0.002773,0.002773,0.002773
221,65735,0.66086,0.43726,1.08046,0.88394,0.78987,0.85536,0.62056,0.88369,0.49929,1.25077,0.00274,0.00274,0.00274
222,66028.4,0.66385,0.4375,1.07766,0.88397,0.78931,0.85532,0.62042,0.88377,0.49927,1.25073,0.002707,0.002707,0.002707
223,66320.2,0.66981,0.44084,1.07944,0.88349,0.79002,0.85521,0.62048,0.88367,0.49929,1.25066,0.002674,0.002674,0.002674
224,66613.1,0.6693,0.43837,1.08081,0.88558,0.78787,0.8554,0.62031,0.88372,0.49947,1.25076,0.002641,0.002641,0.002641
225,66904.6,0.66172,0.43813,1.07632,0.88424,0.78934,0.85562,0.62055,0.88398,0.49957,1.25104,0.002608,0.002608,0.002608
226,67197.4,0.6664,0.44024,1.07862,0.88356,0.7901,0.85555,0.62028,0.88391,0.49979,1.25111,0.002575,0.002575,0.002575
227,67488.4,0.6579,0.43237,1.07047,0.88341,0.78954,0.85568,0.62044,0.88394,0.49953,1.25116,0.002542,0.002542,0.002542
228,67781.7,0.66385,0.43538,1.08012,0.88355,0.7901,0.85543,0.62033,0.88421,0.49947,1.25134,0.002509,0.002509,0.002509
229,68075.8,0.65361,0.42973,1.06555,0.88314,0.78912,0.85563,0.62003,0.88423,0.49958,1.25154,0.002476,0.002476,0.002476
230,68369.5,0.66383,0.4376,1.07267,0.88331,0.78941,0.85603,0.62009,0.88431,0.49946,1.25167,0.002443,0.002443,0.002443
231,68661.7,0.65949,0.43243,1.07298,0.88244,0.78967,0.85614,0.61993,0.88432,0.49976,1.25181,0.00241,0.00241,0.00241
232,68956.3,0.66332,0.43352,1.07209,0.88469,0.78753,0.85633,0.61998,0.88433,0.4998,1.25199,0.002377,0.002377,0.002377
233,69250.4,0.65361,0.42876,1.0693,0.88561,0.78692,0.85629,0.62027,0.88447,0.49959,1.2521,0.002344,0.002344,0.002344
234,69543.3,0.65807,0.42869,1.07152,0.88419,0.78779,0.85634,0.62023,0.88473,0.49972,1.25226,0.002311,0.002311,0.002311
235,69836.9,0.65652,0.43071,1.07023,0.88491,0.78677,0.85598,0.61982,0.88474,0.49999,1.25238,0.002278,0.002278,0.002278
236,70130.2,0.65684,0.4301,1.0721,0.88546,0.78703,0.85593,0.61952,0.88469,0.50012,1.25248,0.002245,0.002245,0.002245
237,70423.8,0.65487,0.42967,1.06705,0.88507,0.78711,0.85594,0.61961,0.88454,0.49984,1.25243,0.002212,0.002212,0.002212
238,70716.3,0.64697,0.4249,1.06751,0.88362,0.78742,0.85584,0.61985,0.88455,0.49953,1.25262,0.002179,0.002179,0.002179
239,71009.3,0.64966,0.42624,1.06441,0.88224,0.78745,0.85582,0.6196,0.88468,0.49945,1.25284,0.002146,0.002146,0.002146
240,71302.4,0.64991,0.42569,1.06713,0.88279,0.78797,0.85607,0.61977,0.88473,0.49946,1.25293,0.002113,0.002113,0.002113
241,71646.9,0.65252,0.42788,1.06935,0.88294,0.78806,0.85595,0.61964,0.88447,0.49953,1.2529,0.00208,0.00208,0.00208
242,71940,0.65251,0.42571,1.0638,0.88297,0.78792,0.85617,0.61993,0.88427,0.4993,1.25295,0.002047,0.002047,0.002047
243,72233.1,0.64281,0.41773,1.06015,0.88375,0.78822,0.85624,0.61958,0.88432,0.49925,1.25304,0.002014,0.002014,0.002014
244,72527.1,0.64947,0.42613,1.06804,0.88278,0.78945,0.85612,0.61994,0.88437,0.49934,1.25305,0.001981,0.001981,0.001981
245,72822,0.64287,0.41926,1.06176,0.88147,0.78972,0.85612,0.61991,0.88425,0.49945,1.25316,0.001948,0.001948,0.001948
246,73116.6,0.64796,0.42273,1.05744,0.8828,0.78983,0.85618,0.61988,0.88442,0.49931,1.25335,0.001915,0.001915,0.001915
247,73457.2,0.64612,0.42321,1.06368,0.88389,0.78853,0.85619,0.61993,0.88446,0.49935,1.25352,0.001882,0.001882,0.001882
248,73781.5,0.64138,0.41734,1.05809,0.8844,0.78806,0.85628,0.62027,0.88468,0.49939,1.2537,0.001849,0.001849,0.001849
249,74067.6,0.64343,0.42165,1.06308,0.88414,0.78762,0.85635,0.62011,0.88472,0.49937,1.25381,0.001816,0.001816,0.001816
250,74362.5,0.63847,0.42179,1.06058,0.88503,0.7878,0.85633,0.62015,0.8849,0.49932,1.25423,0.001783,0.001783,0.001783
251,74656.6,0.6456,0.42166,1.06165,0.88551,0.78789,0.85629,0.62032,0.88498,0.49927,1.25445,0.00175,0.00175,0.00175
252,74951.5,0.64099,0.41811,1.06019,0.8856,0.78767,0.85631,0.62031,0.88508,0.49948,1.25471,0.001717,0.001717,0.001717
253,75247.2,0.64207,0.41926,1.06078,0.88532,0.78839,0.85626,0.62018,0.8853,0.49914,1.25499,0.001684,0.001684,0.001684
254,75541.3,0.6391,0.41853,1.06086,0.88276,0.78873,0.8565,0.62058,0.88556,0.49919,1.25532,0.001651,0.001651,0.001651
255,75836.6,0.63844,0.41707,1.05716,0.88282,0.79005,0.85647,0.62083,0.88556,0.49928,1.25555,0.001618,0.001618,0.001618
256,76130.6,0.64074,0.41935,1.05879,0.88225,0.7895,0.85626,0.62059,0.88549,0.49926,1.25566,0.001585,0.001585,0.001585
257,76436,0.63917,0.41882,1.0585,0.88215,0.78931,0.85621,0.62037,0.88539,0.49949,1.25565,0.001552,0.001552,0.001552
258,76731.7,0.63351,0.41468,1.05552,0.88177,0.78992,0.85637,0.62076,0.88575,0.49972,1.256,0.001519,0.001519,0.001519
259,77025.2,0.62851,0.40917,1.05011,0.8828,0.78896,0.85642,0.62063,0.88574,0.49977,1.25601,0.001486,0.001486,0.001486
260,77320.3,0.62946,0.41348,1.05833,0.88284,0.78882,0.85645,0.62061,0.88577,0.49992,1.25607,0.001453,0.001453,0.001453
261,77615.7,0.63215,0.41134,1.05588,0.8774,0.79439,0.85662,0.62081,0.88584,0.50003,1.25631,0.00142,0.00142,0.00142
262,77909.7,0.63494,0.41131,1.05332,0.87708,0.79452,0.85667,0.62101,0.88586,0.50022,1.25632,0.001387,0.001387,0.001387
263,78204.7,0.62725,0.40891,1.04688,0.87773,0.79434,0.85642,0.62071,0.88619,0.50014,1.25671,0.001354,0.001354,0.001354
264,78513.8,0.6291,0.40988,1.05233,0.87893,0.79491,0.85734,0.62069,0.88629,0.50041,1.25693,0.001321,0.001321,0.001321
265,78810,0.62518,0.40796,1.05131,0.87965,0.79402,0.85733,0.6206,0.88665,0.50066,1.25721,0.001288,0.001288,0.001288
266,79107.9,0.62631,0.40846,1.05126,0.88036,0.79375,0.85743,0.62069,0.88672,0.5011,1.25733,0.001255,0.001255,0.001255
267,79401.7,0.62706,0.4104,1.05632,0.88047,0.79326,0.85665,0.62042,0.88698,0.50107,1.25772,0.001222,0.001222,0.001222
268,79697.2,0.62475,0.40424,1.04939,0.88034,0.79276,0.85662,0.62044,0.88701,0.50119,1.25784,0.001189,0.001189,0.001189
269,79991.6,0.62752,0.40848,1.05121,0.88015,0.79303,0.85668,0.62033,0.88695,0.50098,1.25783,0.001156,0.001156,0.001156
270,80287.2,0.62524,0.40856,1.04903,0.88017,0.793,0.85687,0.62044,0.88701,0.50133,1.25801,0.001123,0.001123,0.001123
271,80580.5,0.62752,0.40742,1.05354,0.88098,0.79264,0.85669,0.62032,0.88716,0.50131,1.25829,0.00109,0.00109,0.00109
272,80875.5,0.6215,0.40269,1.04272,0.88156,0.79315,0.85681,0.62054,0.88727,0.50141,1.25849,0.001057,0.001057,0.001057
273,81169,0.62381,0.40372,1.05112,0.88159,0.79184,0.85656,0.62041,0.8875,0.50148,1.25881,0.001024,0.001024,0.001024
274,81463.3,0.62338,0.40329,1.04671,0.88257,0.79172,0.85692,0.62076,0.88745,0.50143,1.25883,0.000991,0.000991,0.000991
275,81757.4,0.61713,0.40329,1.04653,0.88329,0.79117,0.85692,0.62065,0.8876,0.50155,1.25919,0.000958,0.000958,0.000958
276,82051.3,0.6172,0.39904,1.04793,0.88289,0.79074,0.8571,0.62076,0.8877,0.50157,1.25921,0.000925,0.000925,0.000925
277,82345.1,0.61623,0.39868,1.04508,0.88286,0.79065,0.85693,0.62072,0.88787,0.5013,1.25933,0.000892,0.000892,0.000892
278,82640.7,0.6108,0.39699,1.04142,0.88278,0.79248,0.85701,0.62061,0.88804,0.50137,1.25969,0.000859,0.000859,0.000859
279,82935.9,0.61555,0.40068,1.04308,0.88323,0.79081,0.85711,0.6206,0.88812,0.50145,1.25983,0.000826,0.000826,0.000826
280,83231.2,0.61848,0.40034,1.04203,0.88409,0.79101,0.85695,0.62043,0.88817,0.5017,1.26012,0.000793,0.000793,0.000793
281,83528.5,0.61259,0.39915,1.04565,0.8843,0.7911,0.85692,0.6205,0.88821,0.5019,1.26028,0.00076,0.00076,0.00076
282,83822.1,0.61339,0.40199,1.04539,0.885,0.78996,0.85671,0.62065,0.88822,0.502,1.26051,0.000727,0.000727,0.000727
283,84426.5,0.61064,0.39507,1.03858,0.88494,0.79088,0.8568,0.62045,0.88853,0.5019,1.26094,0.000694,0.000694,0.000694
284,84717.7,0.61643,0.39763,1.03993,0.88507,0.79084,0.85687,0.62034,0.88848,0.50213,1.26108,0.000661,0.000661,0.000661
285,85010.6,0.60958,0.39452,1.03975,0.88474,0.79096,0.85695,0.62061,0.88866,0.50198,1.26136,0.000628,0.000628,0.000628
286,85304.3,0.6092,0.39542,1.03935,0.88424,0.79115,0.85682,0.62045,0.88851,0.50177,1.26147,0.000595,0.000595,0.000595
287,85599.7,0.60881,0.39189,1.03884,0.88422,0.79135,0.85685,0.6206,0.88859,0.50186,1.26173,0.000562,0.000562,0.000562
288,85895,0.60454,0.39337,1.03482,0.8843,0.79144,0.85677,0.62033,0.8888,0.50185,1.26211,0.000529,0.000529,0.000529
289,86189,0.60551,0.39211,1.03718,0.88455,0.79133,0.85688,0.62044,0.88892,0.50189,1.26245,0.000496,0.000496,0.000496
290,86481.6,0.6046,0.39175,1.03381,0.88417,0.79142,0.8568,0.62069,0.88908,0.5021,1.26283,0.000463,0.000463,0.000463
291,86797.4,0.60418,0.33529,0.98572,0.88445,0.79111,0.85689,0.62064,0.88909,0.50206,1.26293,0.00043,0.00043,0.00043
292,87081.6,0.59196,0.32444,0.97903,0.88474,0.79126,0.85655,0.62016,0.88915,0.50196,1.26315,0.000397,0.000397,0.000397
293,87365,0.58892,0.32293,0.9757,0.8849,0.79151,0.85648,0.62007,0.88927,0.50191,1.26351,0.000364,0.000364,0.000364
294,87648.8,0.58597,0.32241,0.97427,0.88632,0.79123,0.85635,0.6197,0.88959,0.50193,1.26382,0.000331,0.000331,0.000331
295,87933.7,0.57852,0.31702,0.96634,0.88656,0.79158,0.85627,0.6195,0.8896,0.50183,1.26412,0.000298,0.000298,0.000298
296,88218.4,0.5783,0.31815,0.96865,0.88561,0.79193,0.85627,0.61971,0.88966,0.50159,1.26425,0.000265,0.000265,0.000265
297,88502.3,0.57945,0.31642,0.96653,0.88554,0.7922,0.85615,0.61961,0.88975,0.50173,1.26466,0.000232,0.000232,0.000232
298,88785.3,0.57906,0.31695,0.96945,0.88371,0.79205,0.85545,0.61907,0.88976,0.50156,1.26491,0.000199,0.000199,0.000199
299,89069.9,0.57593,0.31524,0.96639,0.88359,0.79182,0.85537,0.61936,0.88987,0.50177,1.26522,0.000166,0.000166,0.000166
300,89352.8,0.57666,0.31485,0.96483,0.88403,0.79228,0.85653,0.6194,0.88992,0.50195,1.26553,0.000133,0.000133,0.000133
